meanfreq,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,centroid,dfrange,label
0.169021004,0.125800503,0.248315172,0.122514669,3.079273395,14.34029884,0.902275256,0.477745723,0.169021004,0.703125,male
0.167340239,0.122173913,0.24,0.117826087,2.192126246,8.152409785,0.913763493,0.53947909,0.167340239,0.671875,male
0.180527821,0.129541284,0.252477064,0.12293578,2.799968944,12.19036052,0.853114894,0.31342645,0.180527821,0.5,male
0.153039048,0.092731183,0.214365591,0.121634409,0.885701648,3.523981856,0.973217842,0.807551708,0.153039048,1.015625,male
0.166659499,0.122075055,0.245077263,0.123002208,3.281847964,16.61948169,0.915784869,0.560406695,0.166659499,0.625,male
0.175659429,0.131057884,0.256526946,0.125469062,3.736487284,21.66666873,0.876748955,0.40390956,0.175659429,0.640625,male
0.174825733,0.123529412,0.247058824,0.123529412,2.576732042,10.11012486,0.875391519,0.43670621,0.174825733,4.1640625,male
0.174064614,0.127706422,0.252844037,0.125137615,3.263039755,16.42405465,0.875611111,0.414838884,0.174064614,0.625,male
0.159530491,0.121398601,0.239370629,0.117972028,1.993500516,6.870351177,0.921132353,0.582531022,0.159530491,2.6015625,male
0.167648361,0.136021651,0.209526387,0.073504736,1.93606513,6.334625799,0.903982305,0.48288605,0.167648361,0.59375,male
0.172436386,0.132846715,0.252408759,0.119562044,4.504440541,31.07841702,0.878206881,0.47004435,0.172436386,0.421875,male
0.162981116,0.134295693,0.206984866,0.072689173,4.344838338,26.58960548,0.869835696,0.429785659,0.162981116,0.6796875,male
0.170209848,0.128810916,0.24588694,0.117076023,2.745951338,11.78429743,0.911850753,0.514600668,0.170209848,0.90625,male
0.171400807,0.131202483,0.246113266,0.114910784,2.930439972,13.72613482,0.893569585,0.424254448,0.171400807,0.6875,male
0.146886154,0.097103791,0.213349907,0.116246116,2.603394147,13.26585098,0.940658898,0.611977349,0.146886154,4.171875,male
0.166763785,0.116846986,0.229582689,0.112735703,2.117203042,8.939176207,0.937848763,0.592123294,0.166763785,2.8125,male
0.153691861,0.099085133,0.211512071,0.112426938,2.352593909,13.90793203,0.946349009,0.629271573,0.153691861,4.640625,male
0.168011339,0.115982405,0.228064516,0.112082111,2.319626258,8.564218273,0.926521541,0.567620972,0.168011339,0.6171875,male
0.148281383,0.094867763,0.200343102,0.10547534,3.268474946,22.89644491,0.942626112,0.635852983,0.148281383,5.21875,male
0.158595955,0.111085181,0.22445741,0.113372229,3.019164195,17.53642513,0.932415159,0.567913489,0.158595955,1.328125,male
0.163643182,0.110681245,0.227485282,0.116804037,1.699528754,7.628756036,0.94838344,0.632579315,0.163643182,0.640625,male
0.158656925,0.104452008,0.219196732,0.114744724,1.939662533,8.20383208,0.942189913,0.613578163,0.158656925,6.875,male
0.13789282,0.086531365,0.200701107,0.114169742,2.010993302,10.26207404,0.963294373,0.727047224,0.13789282,4.6328125,male
0.142715585,0.088915187,0.206272189,0.117357002,1.55226944,7.230187946,0.966684872,0.753187642,0.142715585,4.65625,male
0.135052914,0.087644846,0.200361174,0.112716328,3.421779437,19.1332173,0.948417347,0.682987712,0.135052914,4.4296875,male
0.14146076,0.090724269,0.201194409,0.11047014,2.264114987,13.0822968,0.964872909,0.734290427,0.14146076,5.1484375,male
0.141280115,0.090594432,0.202046652,0.11145222,2.052550657,10.94130568,0.966588205,0.744799871,0.141280115,5.7890625,male
0.153851203,0.102439024,0.219478553,0.117039529,1.75889252,7.132438447,0.954710869,0.684616797,0.153851203,2.6953125,male
0.145640705,0.087859238,0.211847507,0.12398827,2.111480565,11.53571611,0.964925488,0.739368357,0.145640705,5.421875,male
0.144858407,0.090608273,0.207615572,0.117007299,2.797501935,29.5536466,0.971907406,0.763638169,0.144858407,4.984375,male
0.121683363,0.030684932,0.215294818,0.184609887,2.062324056,8.465573513,0.931660689,0.549217694,0.121683363,3.71875,male
0.135649932,0.049986053,0.228842399,0.178856346,1.388276328,5.00901655,0.952514069,0.659813836,0.135649932,4.2890625,male
0.100399417,0.044092277,0.144353059,0.100260782,0.529583803,2.068455491,0.970194162,0.754552205,0.100399417,4.3359375,male
0.125087547,0.057306245,0.201414597,0.144108352,2.377389656,10.55072017,0.948495928,0.670633008,0.125087547,4.2890625,male
0.143486162,0.101732548,0.211236333,0.109503785,1.793199734,6.661533402,0.942278587,0.610170821,0.143486162,4.46875,male
0.14319683,0.09622871,0.232652068,0.136423358,1.936126532,7.989100746,0.940729134,0.585174796,0.14319683,4.5625,male
0.145532381,0.088966862,0.233788174,0.144821313,1.458798837,5.010379366,0.946595366,0.621392074,0.145532381,4.96875,male
0.162065429,0.112314902,0.249428304,0.137113402,1.578563282,5.179448806,0.943404669,0.595127964,0.162065429,4.5703125,male
0.142961233,0.09807005,0.228162974,0.130092924,1.831167575,7.158765104,0.946134059,0.631688976,0.142961233,2.7109375,male
0.141153447,0.097152466,0.222242152,0.125089686,1.724297837,6.313516506,0.949958896,0.646653047,0.141153447,4.0546875,male
0.167334035,0.135475024,0.18072478,0.045249755,3.961908362,24.41962179,0.880375253,0.344307312,0.167334035,6.796875,male
0.167850312,0.12847561,0.190365854,0.061890244,1.919229523,7.131328753,0.920512709,0.403865808,0.167850312,6.5,male
0.185098439,0.146420488,0.216628946,0.070208457,1.60173918,5.223786332,0.910320915,0.358023073,0.185098439,5.1328125,male
0.167761538,0.125607477,0.200879604,0.075272128,2.531500396,11.50948543,0.923640119,0.485117754,0.167761538,6.8359375,male
0.171093502,0.125556052,0.233479232,0.10792318,2.789593353,13.53751456,0.909836671,0.395328166,0.171093502,0.671875,male
0.167083054,0.107562688,0.220742227,0.113179539,1.870943526,8.381557142,0.934858126,0.520926005,0.167083054,4.984375,male
0.200830145,0.185332212,0.236198486,0.050866274,1.840901444,6.006800909,0.907683136,0.386818469,0.200830145,5.5234375,male
0.137095643,0.085060758,0.197140815,0.112080057,4.07821686,25.66321559,0.912215761,0.507886201,0.137095643,2.1640625,male
0.190324563,0.156899619,0.220584498,0.063684879,1.461858806,5.360318927,0.918001245,0.362344276,0.190324563,6.7109375,male
0.187139453,0.14304537,0.24763207,0.1045867,1.411153314,4.149301675,0.902246987,0.298599477,0.187139453,6.515625,male
0.184354869,0.150900243,0.226350365,0.075450122,1.588013858,8.990048203,0.932834786,0.427755254,0.184354869,6.9921875,male
0.200041812,0.166599166,0.243478261,0.076879095,2.926780705,15.2537868,0.914634012,0.412919466,0.200041812,6.234375,male
0.175681868,0.148266004,0.215090118,0.066824114,1.759852944,6.471363967,0.934060669,0.512562248,0.175681868,6.5546875,male
0.184850897,0.133773825,0.238551461,0.104777637,1.661060846,10.89410786,0.934323374,0.467826478,0.184850897,6.6484375,male
0.182630135,0.152603406,0.209489051,0.056885645,1.628578866,5.586837138,0.907214973,0.302814314,0.182630135,6.6796875,male
0.196463262,0.156131203,0.248444071,0.092312868,1.197040616,4.109993679,0.922524307,0.394561292,0.196463262,6.4453125,male
0.191310915,0.139673279,0.235239207,0.095565928,6.995045482,112.6479884,0.907622147,0.319069058,0.191310915,0.3359375,male
0.19600602,0.154049008,0.239323221,0.085274212,4.038263467,50.59146239,0.927145397,0.29627712,0.19600602,0.28125,male
0.191461682,0.153190383,0.228693957,0.075503574,4.196509548,45.86416062,0.912414048,0.284872223,0.191461682,0.5625,male
0.193769347,0.149365352,0.242858776,0.093493425,5.251239064,74.42649286,0.929916286,0.381853323,0.193769347,0.5625,male
0.194920925,0.148161435,0.242331839,0.094170404,6.983667487,116.9593093,0.924099466,0.314006474,0.194920925,0.2734375,male
0.193808189,0.152484683,0.241116406,0.088631722,4.057908575,44.44703926,0.914799705,0.299862702,0.193808189,1.9765625,male
0.193588997,0.16379085,0.235620915,0.071830065,5.417712763,66.0911654,0.909692503,0.295222308,0.193588997,3.234375,male
0.198295356,0.155806452,0.236891496,0.081085044,3.844959386,33.68011344,0.903755352,0.271601074,0.198295356,2.0625,male
0.198778046,0.159706745,0.241612903,0.081906158,6.230334767,85.99679162,0.905979077,0.307964877,0.198778046,0.328125,male
0.206312235,0.162992701,0.257518248,0.094525547,3.957725499,34.3191654,0.911215179,0.257629435,0.206312235,0.2890625,male
0.117777703,0.046735294,0.196823529,0.150088235,23.53806144,671.8342411,0.90191357,0.562834234,0.117777703,0,male
0.105782027,0.022764228,0.188242652,0.165478424,27.95290068,903.789086,0.893299752,0.553552621,0.105782027,0,male
0.107009364,0.025163747,0.188941356,0.163777609,24.7051185,714.6968949,0.891347812,0.57677811,0.107009364,0,male
0.119006303,0.045520231,0.200086705,0.154566474,26.87967507,812.2040859,0.883925736,0.604148942,0.119006303,0,male
0.082525588,0.008307155,0.129656777,0.121349622,15.8910016,402.9326102,0.906001229,0.561683715,0.082525588,0.0078125,male
0.130673638,0.082282939,0.204857316,0.122574378,27.7051186,896.650347,0.900402888,0.584463622,0.130673638,0,male
0.096725277,0.017591623,0.173167539,0.155575916,20.30714636,577.3697762,0.939914378,0.687642708,0.096725277,0.015625,male
0.119976656,0.060215054,0.192688172,0.132473118,22.40086595,560.1227893,0.854878206,0.505371009,0.119976656,0,male
0.106860842,0.01408805,0.191949686,0.177861635,23.86044523,615.5273912,0.852858429,0.557141931,0.106860842,0,male
0.100905502,0.02920078,0.176842105,0.147641326,22.64938378,592.5633813,0.908473066,0.617015329,0.100905502,0,male
0.169505759,0.124471404,0.242634315,0.118162912,2.384671522,10.23994843,0.919990545,0.484100658,0.169505759,0.828125,male
0.163313106,0.111653787,0.22698609,0.115332303,1.801983649,6.461428413,0.937648647,0.577806756,0.163313106,0.65625,male
0.160925335,0.098833139,0.211225204,0.112392065,2.67033497,12.89599691,0.933988616,0.566987362,0.160925335,6.3359375,male
0.164859947,0.118938053,0.229108237,0.110170184,1.764015844,6.96166172,0.952890369,0.626022586,0.164859947,3.3125,male
0.177427698,0.12122288,0.246311637,0.125088757,1.85887734,6.621257836,0.923322389,0.46238465,0.177427698,2.5703125,male
0.176685284,0.125583524,0.230022883,0.104439359,1.730253106,6.672647883,0.909112912,0.358370882,0.176685284,0.2421875,male
0.179028926,0.126414709,0.247681307,0.121266599,2.141880482,8.49310285,0.912944716,0.436573394,0.179028926,5.7734375,male
0.166353449,0.120122574,0.229090909,0.108968335,1.762844907,6.110980923,0.927752865,0.482046844,0.166353449,0.375,male
0.173756783,0.117104558,0.241215371,0.124110813,2.156018347,7.980531233,0.909802803,0.418645038,0.173756783,5.7890625,male
0.168023268,0.116568545,0.23078217,0.114213625,2.009765771,7.938203219,0.926111709,0.462042436,0.168023268,0.359375,male
0.169352533,0.115804529,0.239284863,0.123480334,2.038744662,7.546507431,0.921624076,0.482639983,0.169352533,5.5859375,male
0.130410979,0.025100464,0.217032457,0.191931994,27.79818155,834.8009163,0.812733741,0.403256286,0.130410979,0,male
0.116779075,0.025805085,0.166101695,0.14029661,23.35982846,595.744374,0.870832328,0.583471234,0.116779075,0,male
0.10716189,0.024020797,0.159410745,0.135389948,24.17367566,665.1498054,0.920756002,0.676249787,0.10716189,0.0078125,male
0.131099727,0.09729636,0.176880416,0.079584055,25.39335957,710.1358714,0.843430262,0.445144232,0.131099727,0,male
0.126194803,0.043431022,0.17652609,0.133095068,28.38535483,880.5637852,0.88268193,0.598326506,0.126194803,0.4375,male
0.107129883,0.028873484,0.172512998,0.143639515,23.98783876,658.3050241,0.93977316,0.716469594,0.107129883,0,male
0.164801332,0.095440181,0.226907449,0.131467269,18.84960322,459.5172922,0.920293747,0.525147427,0.164801332,0,male
0.174842857,0.107888239,0.226692658,0.118804418,12.56854236,274.0508417,0.922336209,0.454643232,0.174842857,0.640625,male
0.164958845,0.095335121,0.235960679,0.140625559,17.57440469,396.0174149,0.921012836,0.564292216,0.164958845,0.4375,male
0.162515085,0.089418494,0.239428027,0.150009533,17.75014606,392.9543438,0.904217726,0.519066586,0.162515085,0,male
0.1723464,0.097022708,0.240908326,0.143885618,15.81225162,348.9896304,0.913021118,0.486050502,0.1723464,0.1796875,male
0.167705128,0.09762901,0.231771269,0.134142259,17.94848782,416.1836382,0.921257269,0.519320126,0.167705128,0.140625,male
0.16862254,0.097420925,0.22703163,0.129610706,15.48038791,351.4442736,0.913765786,0.46716634,0.16862254,3.09375,male
0.166402126,0.0875,0.240847458,0.153347458,15.86218362,307.0350818,0.906152443,0.504632643,0.166402126,0,male
0.169081838,0.101818182,0.225658836,0.123840654,12.38536886,235.7106685,0.919073556,0.512955913,0.169081838,0.203125,male
0.160199487,0.093609467,0.227534517,0.133925049,16.49595499,331.3718384,0.915970054,0.541931852,0.160199487,0.171875,male
0.200814728,0.155452128,0.242579787,0.08712766,1.743361403,7.191200241,0.916001726,0.301161354,0.200814728,4.09375,male
0.208676975,0.175270995,0.249815366,0.074544372,2.08208152,7.898269743,0.902248153,0.240631458,0.208676975,6.109375,male
0.214956445,0.175014712,0.254577554,0.079562842,2.156406936,8.238182506,0.8996833,0.251880249,0.214956445,6.3046875,male
0.211484996,0.160665529,0.25383959,0.093174061,2.284524448,10.18895788,0.903054565,0.248021588,0.211484996,5.03125,male
0.20692432,0.164117227,0.244374553,0.080257327,2.907052707,15.20252279,0.90583643,0.290655687,0.20692432,5.859375,male
0.107825211,0.030849453,0.181093356,0.150243902,2.029541637,8.709018071,0.959468064,0.728938577,0.107825211,0.9765625,male
0.115866233,0.040789653,0.187556161,0.146766508,1.885670842,8.933405627,0.966039869,0.759549869,0.115866233,0.6328125,male
0.113203353,0.043191489,0.187287234,0.144095745,1.701253766,6.863101923,0.961701718,0.727934716,0.113203353,3.1328125,male
0.085150614,0.014148936,0.130319149,0.116170213,2.883271184,11.89447399,0.927998403,0.599908441,0.085150614,4.28125,male
0.115618688,0.050231641,0.188920651,0.138689009,2.053250584,8.190790788,0.960951615,0.723810082,0.115618688,4.328125,male
0.113315913,0.043193096,0.181531823,0.138338727,1.398775517,5.024128632,0.965298572,0.738214717,0.113315913,4.5625,male
0.119213317,0.053820492,0.189483717,0.135663225,1.98550958,8.394248005,0.96288703,0.749296121,0.119213317,4.3828125,male
0.105493079,0.028640407,0.179847522,0.151207116,3.258646166,19.92000339,0.95959068,0.735260017,0.105493079,0.7109375,male
0.108456021,0.035102639,0.180234604,0.145131965,2.213992952,10.44753356,0.958425025,0.721547899,0.108456021,0.6171875,male
0.099853981,0.026945607,0.167726639,0.140781032,2.425280561,11.18196148,0.956193498,0.707621896,0.099853981,1.6328125,male
0.145026456,0.095752742,0.220538385,0.124785643,28.45025021,992.9338204,0.937320966,0.676822581,0.145026456,0.3828125,male
0.138468277,0.068224917,0.222116869,0.153891951,27.28409318,910.9444009,0.937911686,0.665251488,0.138468277,0.4296875,male
0.09791506,0.017897727,0.190511364,0.172613636,22.78488267,656.4906047,0.927354544,0.628398004,0.09791506,0.515625,male
0.136481726,0.07043659,0.202286902,0.131850312,1.599689882,6.490301654,0.967591544,0.755377702,0.136481726,4.84375,male
0.135724315,0.046458519,0.224049955,0.177591436,22.85102818,611.3035241,0.929760651,0.662276774,0.135724315,0,male
0.105873231,0.015808383,0.189700599,0.173892216,24.26769267,678.3353553,0.906791397,0.612514535,0.105873231,0.390625,male
0.112636549,0.024388298,0.196595745,0.172207447,28.20161643,897.422258,0.910823846,0.614424965,0.112636549,0.4375,male
0.116288598,0.023463687,0.205176909,0.181713222,22.55522389,592.1893806,0.903219876,0.597356668,0.116288598,0.5234375,male
0.11328765,0.023863636,0.196079545,0.172215909,27.10352821,827.5671305,0.878150658,0.542785145,0.11328765,0,male
0.122448465,0.038216216,0.204513514,0.166297297,26.05466401,798.0715316,0.934388269,0.67484413,0.122448465,0.375,male
0.174297912,0.103647604,0.246027821,0.142380216,15.55340374,331.37748,0.925299527,0.523065785,0.174297912,0.7578125,male
0.164973473,0.09274027,0.233963463,0.141223193,17.57498642,410.65573,0.918983572,0.526704407,0.164973473,0.34375,male
0.165807663,0.097410643,0.221509134,0.124098491,17.68789675,415.8824624,0.919408154,0.51977388,0.165807663,0.4609375,male
0.155057253,0.085326184,0.218945487,0.133619303,19.36406498,453.2396482,0.918570162,0.579548404,0.155057253,0.046875,male
0.170310011,0.092147395,0.239618806,0.14747141,18.96949871,460.2612499,0.914318502,0.483760291,0.170310011,0.375,male
0.163180094,0.09998062,0.217189922,0.117209302,21.57970496,598.3926403,0.926462223,0.534101517,0.163180094,0.625,male
0.161740724,0.091187073,0.229533872,0.138346799,22.49760827,623.5630956,0.915975804,0.532475667,0.161740724,0.59375,male
0.160984675,0.094695864,0.220389294,0.125693431,22.86886782,602.7161515,0.920156869,0.554992824,0.160984675,0,male
0.169875811,0.093629865,0.23796664,0.144336775,17.00408866,394.9695064,0.915416541,0.481693506,0.169875811,0.6796875,male
0.171829295,0.099058964,0.239642644,0.140583681,19.30579434,514.178305,0.926782342,0.528598978,0.171829295,0.1796875,male
0.168957754,0.110772164,0.225014299,0.114242135,2.765167809,16.42982128,0.937551757,0.623611303,0.168957754,4.9921875,male
0.166469398,0.108387097,0.230117302,0.121730205,3.341124012,34.4856255,0.961784275,0.729936599,0.166469398,6.5234375,male
0.147872771,0.064973404,0.221728723,0.156755319,2.390712261,17.94759138,0.966312301,0.759154326,0.147872771,5.2265625,male
0.148742418,0.070615836,0.219853372,0.149237537,3.037177358,27.72348312,0.969099012,0.782449104,0.148742418,5.234375,male
0.138676549,0.050293255,0.213079179,0.162785924,3.892380733,44.07791572,0.966472432,0.769192714,0.138676549,3.6015625,male
0.150704949,0.069666349,0.226081983,0.156415634,2.603950831,22.32889894,0.969287136,0.781729344,0.150704949,5.5546875,male
0.154305636,0.086382979,0.223590426,0.137207447,2.820346526,28.79817065,0.968001539,0.762242968,0.154305636,6.9921875,male
0.154811854,0.089090909,0.218211144,0.129120235,3.309896698,30.95627778,0.959747098,0.727326799,0.154811854,4.8046875,male
0.16710528,0.107311096,0.222246426,0.11493533,3.10115379,27.28649751,0.949589534,0.652264978,0.16710528,5.375,male
0.18881488,0.134110032,0.257648328,0.123538296,2.198545123,10.7834387,0.895110717,0.333552621,0.18881488,0.390625,male
0.134961588,0.088780488,0.189571068,0.10079058,2.317095318,9.072178719,0.93109095,0.560896369,0.134961588,4.2578125,male
0.142010214,0.087421525,0.193991031,0.106569507,3.133692606,15.17880037,0.934549885,0.578405047,0.142010214,4.6484375,male
0.141046606,0.091652542,0.201398305,0.109745763,2.902501486,13.21178034,0.927861079,0.567240661,0.141046606,0.1328125,male
0.146683933,0.096993464,0.216405229,0.119411765,1.935967796,7.154134621,0.934636861,0.575083782,0.146683933,3.640625,male
0.134105721,0.086180049,0.181727494,0.095547445,2.874535141,13.64845635,0.933988781,0.572280619,0.134105721,3.375,male
0.137295009,0.086419753,0.190669266,0.104249513,2.916014081,13.82778502,0.933476838,0.572291339,0.137295009,4.578125,male
0.141913032,0.090490988,0.204996892,0.114505904,2.762945233,14.43691229,0.932130803,0.54365704,0.141913032,4.1953125,male
0.139332701,0.090816993,0.19879085,0.107973856,2.297272792,9.172248472,0.931106352,0.556354238,0.139332701,3.75,male
0.134991571,0.087166455,0.188208386,0.101041931,2.634624639,11.23616147,0.932629565,0.572082175,0.134991571,3.3125,male
0.145020841,0.08901598,0.214062237,0.125046257,2.936318019,17.15356466,0.931458412,0.564359499,0.145020841,3.1640625,male
0.111692076,0.039266055,0.154862385,0.11559633,0.985696262,3.81685608,0.968797286,0.781833953,0.111692076,0.3046875,male
0.13343119,0.070097902,0.19227972,0.122181818,1.344298776,5.315258967,0.965147873,0.764573932,0.13343119,0.5859375,male
0.110682668,0.039466667,0.166933333,0.127466667,1.110100042,4.374227422,0.971211146,0.789684619,0.110682668,0.4609375,male
0.12833735,0.053866667,0.202933333,0.149066667,1.900326868,8.405812241,0.961016401,0.736412517,0.12833735,3.5234375,male
0.133594832,0.078580645,0.208193548,0.129612903,1.892490538,7.510032646,0.962371818,0.77188137,0.133594832,0.4921875,male
0.128461597,0.062272361,0.178468977,0.116196616,1.404889673,5.848927132,0.975386936,0.822586636,0.128461597,0.5234375,male
0.118850224,0.047916182,0.170477299,0.122561118,1.99946719,8.721391282,0.955490923,0.715341924,0.118850224,0.2890625,male
0.141909368,0.099329609,0.20726257,0.107932961,1.848922005,7.90486582,0.967418559,0.778548657,0.141909368,5.28125,male
0.113763716,0.036976321,0.179016393,0.142040073,1.935175667,8.230453169,0.95133227,0.677628838,0.113763716,1.375,male
0.150862475,0.115840708,0.219911504,0.104070796,2.856022684,12.28608986,0.919072129,0.609236897,0.150862475,0.453125,male
0.137313249,0.079739922,0.200624187,0.120884265,1.84605037,7.072493124,0.946172004,0.658350685,0.137313249,6.0546875,male
0.14452357,0.085248108,0.191690496,0.106442389,1.869411778,6.776297552,0.945549069,0.649529458,0.14452357,1.7734375,male
0.14553057,0.083313886,0.205180863,0.121866978,2.114403473,8.486700443,0.951694605,0.677709792,0.14553057,5.9296875,male
0.138794665,0.081327208,0.19324145,0.111914242,1.879191232,7.298108253,0.966914706,0.763372741,0.138794665,6.3515625,male
0.149095716,0.08726233,0.200943531,0.113681201,3.078939584,18.73997864,0.951966209,0.685155156,0.149095716,5.3359375,male
0.145027257,0.080397763,0.209695463,0.1292977,1.462297427,5.371888054,0.970477511,0.7874034,0.145027257,6.3125,male
0.149560766,0.090235131,0.196219456,0.105984325,2.389099206,9.538397036,0.943606316,0.63558817,0.149560766,5.8515625,male
0.148974343,0.091595745,0.203297872,0.111702128,1.999175398,8.127694051,0.953168073,0.681603206,0.148974343,5.9296875,male
0.159905387,0.098551461,0.223964422,0.125412961,1.055362758,4.512376153,0.972912436,0.776356557,0.159905387,2.5625,male
0.146143734,0.088457368,0.195268605,0.106811237,1.732992385,6.252862175,0.953232699,0.664847411,0.146143734,6.1015625,male
0.171766033,0.121877023,0.222459547,0.100582524,1.354595306,4.138927385,0.94529366,0.602793758,0.171766033,6.0078125,male
0.15350374,0.099194002,0.215707591,0.11651359,1.425215276,5.243746601,0.964783143,0.729355248,0.15350374,6.1796875,male
0.168304611,0.119088125,0.220455937,0.101367812,1.653817397,6.069665829,0.95399084,0.631996564,0.168304611,5.46875,male
0.149826808,0.091079349,0.220798423,0.129719073,1.607156452,9.131402965,0.974766856,0.793454194,0.149826808,5.5546875,male
0.183792891,0.136290098,0.229037657,0.092747559,1.482752078,5.769632954,0.940100024,0.525316372,0.183792891,4.59375,male
0.149192173,0.083155109,0.21596612,0.132811011,2.491131444,13.63638883,0.962901177,0.73854696,0.149192173,4.6640625,male
0.155399607,0.10110331,0.228044132,0.126940822,2.822129466,13.88079549,0.945885222,0.65057258,0.155399607,4.4375,male
0.167347485,0.118076673,0.217413905,0.099337232,1.801350047,5.980397506,0.950562571,0.667931487,0.167347485,4.5703125,male
0.166612681,0.117407878,0.213290978,0.0958831,1.805597332,5.822875338,0.931610692,0.555785813,0.166612681,4.328125,male
0.149992574,0.107196653,0.212245467,0.105048815,2.660890555,12.95751146,0.951027522,0.685496283,0.149992574,3.8203125,male
0.173168212,0.119733333,0.230133333,0.1104,1.191047676,3.81947059,0.944714591,0.598206362,0.173168212,0.453125,male
0.177641969,0.124990253,0.228148148,0.103157895,1.184981497,4.167449382,0.939683361,0.508660393,0.177641969,3.5625,male
0.173184406,0.117712519,0.223956723,0.106244204,3.037254283,16.41718935,0.910843691,0.465366548,0.173184406,0.546875,male
0.163668455,0.111623213,0.220891505,0.109268293,2.303394092,10.69224076,0.940327118,0.608047363,0.163668455,3.8359375,male
0.185592179,0.128673139,0.237864078,0.109190939,1.245637224,3.901684446,0.924607667,0.409219604,0.185592179,0.484375,male
0.163194494,0.102962206,0.212502554,0.109540347,2.278882383,9.287995508,0.927514706,0.554522454,0.163194494,0.578125,male
0.174940014,0.115495916,0.221190198,0.105694282,1.729981016,6.581619076,0.927651012,0.46242531,0.174940014,0.90625,male
0.177702059,0.120498534,0.221495601,0.100997067,2.814455445,13.80188867,0.914835424,0.467147052,0.177702059,3.5234375,male
0.18863689,0.125738046,0.23997921,0.114241164,1.444444045,4.918713886,0.925362829,0.445585633,0.18863689,6.0078125,male
0.178219896,0.12007458,0.227097576,0.107022996,1.612146063,5.533729941,0.934315539,0.535275982,0.178219896,3.9453125,male
0.174805537,0.117063369,0.223307573,0.106244204,2.522160576,11.76218788,0.920325779,0.480293649,0.174805537,2.7578125,male
0.09942441,0.042171946,0.135022624,0.092850679,1.948179931,12.95779001,0.954684294,0.670204595,0.09942441,0.5078125,male
